SIPRI AT Database ID,Supplier,Recipient,Designation,Description,Armament category,Order date,Order date is estimate,Numbers delivered,Numbers delivered is estimate,Delivery year,Delivery year is estimate,Status,SIPRI estimate,TIV deal unit,TIV delivery values,Local production
54474,China,Equatorial Guinea,Salamandra -,landing ship,Ships,2008,Yes,1,No,2009,No,New,35.9,35.9,35.9,No
19216,China,Equatorial Guinea,Red Arrow-8,anti-tank missile,Missiles,2020,Yes,25,Yes,2021,Yes,New,0.01,0.01,0.25,No
24486,China,Eritrea,Y-12,light transport aircraft,Aircraft,1994,No,4,No,1994,No,New,2.5,2.5,10,No
65842,China,Gabon,VP-11,APC,Armoured vehicles,2019,Yes,16,Yes,2021,Yes,New,0.15,0.15,2.4,No
36799,China,Gabon,Type-63 107mm,towed MRL,Artillery,2004,Yes,16,Yes,2004,Yes,New,0.05,0.05,0.8,No
36797,China,Gabon,Type-90 122mm,self-propelled MRL,Artillery,2004,Yes,4,Yes,2004,Yes,New,0.6,0.6,2.4,No
36798,China,Gabon,Type-63 130mm,self-propelled MRL,Artillery,2004,Yes,10,Yes,2004,Yes,New,0.35,0.35,3.5,No
39988,China,Gabon,WZ-523,APC,Armoured vehicles,2005,Yes,3,Yes,2006,No,New,0.22,0.22,0.66,No
51453,China,Gabon,ZFB-05,APC/APV,Armoured vehicles,2005,Yes,3,Yes,2006,No,New,0.14,0.14,0.42,No
62909,China,Gabon,Type-07P IFV,IFV,Armoured vehicles,2018,Yes,19,Yes,2019,No,New,1.3,1.3,24.7,No
39071,China,Ghana,K-8 -,trainer/combat aircraft,Aircraft,2006,No,4,Yes,2007,No,New,3.5,3.5,14,No
56033,China,Ghana,WZ-523 IFV,IFV,Armoured vehicles,2012,Yes,24,Yes,2013,No,New,0.9,0.9,21.6,No
52078,China,Ghana,WZ-523,APC,Armoured vehicles,2009,Yes,48,No,2009,No,New,0.22,0.22,10.56,No
52078,China,Ghana,WZ-523,APC,Armoured vehicles,2009,Yes,10,No,2010,No,New,0.22,0.22,2.2,No
34090,China,Ghana,D-30 122mm,towed gun,Artillery,2001,Yes,6,Yes,2001,Yes,New,0.35,0.35,2.1,No
52861,China,Ghana,Lushun,patrol craft,Ships,2009,No,4,No,2011,No,New,14,14,56,No
50108,China,Ghana,Type-81 122mm,self-propelled MRL,Artillery,2004,Yes,3,Yes,2004,Yes,New,0.6,0.6,1.8,No
62065,China,Ghana,FN-6,portable SAM,Missiles,2015,Yes,100,No,2016,No,New,0.08,0.08,8,No
53634,China,Ghana,AS-565,helicopter,Aircraft,2014,No,4,No,2015,No,New,3.25,3.25,13,No
58073,China,Ghana,WZ-523,APC,Armoured vehicles,2012,Yes,4,Yes,2013,No,New,0.22,0.22,0.88,No
65351,China,Guinea,-CSK 131.00,APC/APV,Armoured vehicles,2020,Yes,5,Yes,2021,Yes,New,0.14,0.14,0.7,No
64762,China,Guinea,WZ-551,APC,Armoured vehicles,2009,Yes,2,Yes,2010,Yes,New,0.35,0.35,0.7,No
33597,China,Guyana,Y-12,light transport aircraft,Aircraft,2001,Yes,1,No,2002,Yes,New,2.5,2.5,2.5,No
61356,China,Indonesia,CH-4B,armed UAV,Aircraft,2017,Yes,2,Yes,2019,No,New,4,4,8,No
61356,China,Indonesia,CH-4B,armed UAV,Aircraft,2017,Yes,4,Yes,2020,Yes,New,4,4,16,No
57138,China,Indonesia,SR-74,air search radar,Sensors,2008,Yes,1,Yes,2012,Yes,New,4,4,4,No
57138,China,Indonesia,SR-74,air search radar,Sensors,2008,Yes,1,Yes,2013,Yes,New,4,4,4,No
57139,China,Indonesia,Smart Hunter,air search radar,Sensors,2009,No,3,Yes,2011,No,New,1,1,3,No
57137,China,Indonesia,QW-3,portable SAM,Missiles,2008,No,100,Yes,2012,Yes,New,0.1,0.1,10,No
57137,China,Indonesia,QW-3,portable SAM,Missiles,2008,No,100,Yes,2013,Yes,New,0.1,0.1,10,No
54201,China,Indonesia,Type-360,air search radar,Sensors,2009,Yes,1,Yes,2011,No,New,5,5,5,No
54201,China,Indonesia,Type-360,air search radar,Sensors,2009,Yes,2,Yes,2013,No,New,5,5,10,No
54201,China,Indonesia,Type-360,air search radar,Sensors,2009,Yes,4,Yes,2014,Yes,New,5,5,20,No
54201,China,Indonesia,Type-360,air search radar,Sensors,2009,Yes,1,Yes,2012,No,New,5,5,5,No
51287,China,Indonesia,QW-3,portable SAM,Missiles,2009,No,15,Yes,2010,No,New,0.1,0.1,1.5,No
50316,China,Indonesia,TD-2000B,self-propelled AD system,Air defence systems,2008,No,4,Yes,2012,Yes,New,10,10,40,No
50316,China,Indonesia,TD-2000B,self-propelled AD system,Air defence systems,2008,No,4,Yes,2013,Yes,New,10,10,40,No
50255,China,Indonesia,QW-3,portable SAM,Missiles,2006,Yes,30,Yes,2007,No,New,0.1,0.1,3,No
50255,China,Indonesia,QW-3,portable SAM,Missiles,2006,Yes,100,Yes,2006,No,New,0.1,0.1,10,No
64424,China,Indonesia,AR-1 MI,ASM,Missiles,2017,Yes,20,Yes,2019,Yes,New,0.05,0.05,1,No
64424,China,Indonesia,AR-1 MI,ASM,Missiles,2017,Yes,20,Yes,2020,Yes,New,0.05,0.05,1,No
64425,China,Indonesia,AR-2 MI,anti-ship missile/ASM,Missiles,2017,Yes,40,Yes,2021,No,New,0.04,0.04,1.6,No
61599,China,Indonesia,NG-18 30mm,naval gun,Naval weapons,2016,Yes,2,No,2017,No,New,1,1,2,No
54202,China,Indonesia,Type-347G,fire control radar,Sensors,2009,Yes,3,Yes,2015,Yes,New,2.5,2.5,7.5,No
54202,China,Indonesia,Type-347G,fire control radar,Sensors,2009,Yes,5,Yes,2016,Yes,New,2.5,2.5,12.5,No
60707,China,Indonesia,Type-825 30mm,naval gun,Naval weapons,2016,No,1,No,2017,Yes,New,10,10,10,No
60597,China,Indonesia,Type-90 122mm,self-propelled MRL,Artillery,2015,No,4,No,2016,No,New,0.6,0.6,2.4,No
60014,China,Indonesia,Skyguard GR,fire control radar,Sensors,2015,No,1,No,2016,No,New,5,5,5,No
60013,China,Indonesia,GDF 35mm,anti-aircraft gun,Air defence systems,2015,No,4,No,2016,No,New,0.75,0.75,3,No
39386,China,Indonesia,C-802,anti-ship missile,Missiles,2005,No,3,Yes,2008,Yes,New,0.9,0.9,2.7,No
59728,China,Indonesia,Type-825 30mm,naval gun,Naval weapons,2014,Yes,1,No,2015,No,New,10,10,10,No
54199,China,Indonesia,NG-18 30mm,naval gun,Naval weapons,2013,Yes,4,Yes,2013,Yes,New,1,1,4,No
54199,China,Indonesia,NG-18 30mm,naval gun,Naval weapons,2013,Yes,4,Yes,2014,No,New,1,1,4,No
51515,China,Indonesia,C-705,anti-ship missile,Missiles,2011,Yes,6,Yes,2019,Yes,New,0.8,0.8,4.8,Yes
51515,China,Indonesia,C-705,anti-ship missile,Missiles,2011,Yes,28,Yes,2017,Yes,New,0.8,0.8,22.4,Yes
51515,China,Indonesia,C-705,anti-ship missile,Missiles,2011,Yes,13,Yes,2018,Yes,New,0.8,0.8,10.4,Yes
51515,China,Indonesia,C-705,anti-ship missile,Missiles,2011,Yes,6,Yes,2014,No,New,0.8,0.8,4.8,Yes
51515,China,Indonesia,C-705,anti-ship missile,Missiles,2011,Yes,12,Yes,2015,No,New,0.8,0.8,9.6,Yes
51515,China,Indonesia,C-705,anti-ship missile,Missiles,2011,Yes,15,Yes,2016,Yes,New,0.8,0.8,12,Yes
51514,China,Indonesia,C-802,anti-ship missile,Missiles,2011,No,5,Yes,2015,Yes,New,0.9,0.9,4.5,No
51514,China,Indonesia,C-802,anti-ship missile,Missiles,2011,No,6,Yes,2014,Yes,New,0.9,0.9,5.4,No
51514,China,Indonesia,C-802,anti-ship missile,Missiles,2011,No,6,Yes,2013,Yes,New,0.9,0.9,5.4,No
51514,China,Indonesia,C-802,anti-ship missile,Missiles,2011,No,6,Yes,2012,No,New,0.9,0.9,5.4,No
51514,China,Indonesia,C-802,anti-ship missile,Missiles,2011,No,2,Yes,2016,Yes,New,0.9,0.9,1.8,No
33152,China,Iran,Crotale,SAM,Missiles,1998,Yes,40,Yes,2000,Yes,New,0.11,0.11,4.4,No
33152,China,Iran,Crotale,SAM,Missiles,1998,Yes,45,Yes,2001,Yes,New,0.11,0.11,4.95,No
33152,China,Iran,Crotale,SAM,Missiles,1998,Yes,40,Yes,2003,Yes,New,0.11,0.11,4.4,No
33152,China,Iran,Crotale,SAM,Missiles,1998,Yes,40,Yes,2004,Yes,New,0.11,0.11,4.4,No
33152,China,Iran,Crotale,SAM,Missiles,1998,Yes,40,Yes,1999,No,New,0.11,0.11,4.4,No
33152,China,Iran,Crotale,SAM,Missiles,1998,Yes,45,Yes,2002,No,New,0.11,0.11,4.95,No
32698,China,Iran,JY-14,air search radar,Sensors,1996,Yes,1,Yes,1999,Yes,New,13.5,13.5,13.5,No
32698,China,Iran,JY-14,air search radar,Sensors,1996,Yes,1,Yes,2000,Yes,New,13.5,13.5,13.5,No
32698,China,Iran,JY-14,air search radar,Sensors,1996,Yes,1,Yes,2001,Yes,New,13.5,13.5,13.5,No
32451,China,Iran,China Cat,FAC,Ships,2000,Yes,2,Yes,2004,Yes,New,7.5,7.5,15,No
32451,China,Iran,China Cat,FAC,Ships,2000,Yes,1,Yes,2001,No,New,7.5,7.5,7.5,No
32451,China,Iran,China Cat,FAC,Ships,2000,Yes,3,Yes,2002,Yes,New,7.5,7.5,22.5,No
32451,China,Iran,China Cat,FAC,Ships,2000,Yes,3,Yes,2003,Yes,New,7.5,7.5,22.5,No
28518,China,Iran,CSS-8 TEL,SSM launcher,Artillery,1989,No,8,Yes,1994,Yes,New,0.5,0.5,4,No
28518,China,Iran,CSS-8 TEL,SSM launcher,Artillery,1989,No,8,Yes,1993,Yes,New,0.5,0.5,4,No
28518,China,Iran,CSS-8 TEL,SSM launcher,Artillery,1989,No,8,Yes,1992,Yes,New,0.5,0.5,4,No
28503,China,Iran,Y-12,light transport aircraft,Aircraft,1993,Yes,4,Yes,1995,Yes,New,2.5,2.5,10,No
28503,China,Iran,Y-12,light transport aircraft,Aircraft,1993,Yes,5,Yes,1994,Yes,New,2.5,2.5,12.5,No
22520,China,Iran,Y-7,transport aircraft,Aircraft,1994,No,2,Yes,1998,Yes,New,8,8,16,No
22471,China,Iran,Type-59-1 130mm,towed gun,Artillery,1991,Yes,106,No,1992,No,New,0.7,0.7,74.2,No
21040,China,Iran,Hudong,FAC,Ships,1992,No,5,No,1996,No,New,42.5,42.5,212.5,No
21040,China,Iran,Hudong,FAC,Ships,1992,No,5,No,1994,No,New,42.5,42.5,212.5,No
19641,China,Iran,HY-2,anti-ship missile,Missiles,1988,No,10,Yes,1992,Yes,New,0.7,0.7,7,No
19641,China,Iran,HY-2,anti-ship missile,Missiles,1988,No,10,Yes,1993,Yes,New,0.7,0.7,7,No
19641,China,Iran,HY-2,anti-ship missile,Missiles,1988,No,10,Yes,1994,Yes,New,0.7,0.7,7,No
25774,China,Iran,F-7M Airguard,fighter aircraft,Aircraft,1995,Yes,5,No,1996,No,New,11,11,55,No
20678,China,Iran,F-7M Airguard,fighter aircraft,Aircraft,1991,Yes,25,No,1993,No,New,11,11,275,No
33151,China,Iran,Crotale SAMS,mobile SAM system,Air defence systems,1998,Yes,1,Yes,2000,Yes,New,15,15,15,Yes
33151,China,Iran,Crotale SAMS,mobile SAM system,Air defence systems,1998,Yes,1,Yes,2001,Yes,New,15,15,15,Yes
33151,China,Iran,Crotale SAMS,mobile SAM system,Air defence systems,1998,Yes,1,Yes,2002,No,New,15,15,15,Yes
33151,China,Iran,Crotale SAMS,mobile SAM system,Air defence systems,1998,Yes,1,Yes,2003,No,New,15,15,15,Yes
33151,China,Iran,Crotale SAMS,mobile SAM system,Air defence systems,1998,Yes,1,Yes,2004,No,New,15,15,15,Yes
33151,China,Iran,Crotale SAMS,mobile SAM system,Air defence systems,1998,Yes,1,Yes,1999,No,New,15,15,15,Yes
32450,China,Iran,C-701,anti-ship missile,Missiles,1998,Yes,10,Yes,2003,Yes,New,0.25,0.25,2.5,Yes
32450,China,Iran,C-701,anti-ship missile,Missiles,1998,Yes,10,Yes,2004,Yes,New,0.25,0.25,2.5,Yes
32450,China,Iran,C-701,anti-ship missile,Missiles,1998,Yes,10,Yes,2001,Yes,New,0.25,0.25,2.5,Yes
32450,China,Iran,C-701,anti-ship missile,Missiles,1998,Yes,10,Yes,2002,Yes,New,0.25,0.25,2.5,Yes
35554,China,Iran,TL-10/FL-8,anti-ship missile,Missiles,2002,Yes,5,Yes,2014,Yes,New,0.3,0.3,1.5,Yes
35554,China,Iran,TL-10/FL-8,anti-ship missile,Missiles,2002,Yes,5,Yes,2013,Yes,New,0.3,0.3,1.5,Yes
35554,China,Iran,TL-10/FL-8,anti-ship missile,Missiles,2002,Yes,5,Yes,2015,Yes,New,0.3,0.3,1.5,Yes
35554,China,Iran,TL-10/FL-8,anti-ship missile,Missiles,2002,Yes,20,Yes,2009,Yes,New,0.3,0.3,6,Yes
35554,China,Iran,TL-10/FL-8,anti-ship missile,Missiles,2002,Yes,20,Yes,2010,Yes,New,0.3,0.3,6,Yes
35554,China,Iran,TL-10/FL-8,anti-ship missile,Missiles,2002,Yes,5,Yes,2012,Yes,New,0.3,0.3,1.5,Yes
35554,China,Iran,TL-10/FL-8,anti-ship missile,Missiles,2002,Yes,10,Yes,2011,Yes,New,0.3,0.3,3,Yes
35554,China,Iran,TL-10/FL-8,anti-ship missile,Missiles,2002,Yes,10,Yes,2004,Yes,New,0.3,0.3,3,Yes
35554,China,Iran,TL-10/FL-8,anti-ship missile,Missiles,2002,Yes,10,Yes,2005,Yes,New,0.3,0.3,3,Yes
35554,China,Iran,TL-10/FL-8,anti-ship missile,Missiles,2002,Yes,20,Yes,2006,Yes,New,0.3,0.3,6,Yes
35554,China,Iran,TL-10/FL-8,anti-ship missile,Missiles,2002,Yes,20,Yes,2007,Yes,New,0.3,0.3,6,Yes
35554,China,Iran,TL-10/FL-8,anti-ship missile,Missiles,2002,Yes,20,Yes,2008,Yes,New,0.3,0.3,6,Yes
33933,China,Iran,FL-6,anti-ship missile,Missiles,1998,Yes,5,Yes,2014,Yes,New,0.5,0.5,2.5,Yes
33933,China,Iran,FL-6,anti-ship missile,Missiles,1998,Yes,5,Yes,2015,Yes,New,0.5,0.5,2.5,Yes
33933,China,Iran,FL-6,anti-ship missile,Missiles,1998,Yes,10,Yes,2011,Yes,New,0.5,0.5,5,Yes
33933,China,Iran,FL-6,anti-ship missile,Missiles,1998,Yes,10,Yes,2012,Yes,New,0.5,0.5,5,Yes
33933,China,Iran,FL-6,anti-ship missile,Missiles,1998,Yes,5,Yes,2013,Yes,New,0.5,0.5,2.5,Yes
33933,China,Iran,FL-6,anti-ship missile,Missiles,1998,Yes,20,Yes,2004,Yes,New,0.5,0.5,10,Yes
33933,China,Iran,FL-6,anti-ship missile,Missiles,1998,Yes,20,Yes,2006,Yes,New,0.5,0.5,10,Yes
33933,China,Iran,FL-6,anti-ship missile,Missiles,1998,Yes,20,Yes,2007,Yes,New,0.5,0.5,10,Yes
33933,China,Iran,FL-6,anti-ship missile,Missiles,1998,Yes,20,Yes,2008,Yes,New,0.5,0.5,10,Yes
33933,China,Iran,FL-6,anti-ship missile,Missiles,1998,Yes,20,Yes,2009,Yes,New,0.5,0.5,10,Yes
33933,China,Iran,FL-6,anti-ship missile,Missiles,1998,Yes,20,Yes,2010,Yes,New,0.5,0.5,10,Yes
33933,China,Iran,FL-6,anti-ship missile,Missiles,1998,Yes,5,Yes,1999,No,New,0.5,0.5,2.5,Yes
33933,China,Iran,FL-6,anti-ship missile,Missiles,1998,Yes,20,Yes,2000,Yes,New,0.5,0.5,10,Yes
33933,China,Iran,FL-6,anti-ship missile,Missiles,1998,Yes,20,Yes,2001,Yes,New,0.5,0.5,10,Yes
33933,China,Iran,FL-6,anti-ship missile,Missiles,1998,Yes,20,Yes,2002,Yes,New,0.5,0.5,10,Yes
33933,China,Iran,FL-6,anti-ship missile,Missiles,1998,Yes,20,Yes,2003,Yes,New,0.5,0.5,10,Yes
33933,China,Iran,FL-6,anti-ship missile,Missiles,1998,Yes,20,Yes,2005,Yes,New,0.5,0.5,10,Yes
30836,China,Iran,QW-1 Vanguard,portable SAM,Missiles,1993,Yes,100,Yes,2000,No,New,0.07,0.07,7,Yes
30836,China,Iran,QW-1 Vanguard,portable SAM,Missiles,1993,Yes,150,Yes,2005,No,New,0.07,0.07,10.5,Yes
30836,China,Iran,QW-1 Vanguard,portable SAM,Missiles,1993,Yes,50,Yes,1996,Yes,New,0.07,0.07,3.5,Yes
30836,China,Iran,QW-1 Vanguard,portable SAM,Missiles,1993,Yes,50,Yes,1997,Yes,New,0.07,0.07,3.5,Yes
30836,China,Iran,QW-1 Vanguard,portable SAM,Missiles,1993,Yes,50,Yes,1998,Yes,New,0.07,0.07,3.5,Yes
30836,China,Iran,QW-1 Vanguard,portable SAM,Missiles,1993,Yes,100,Yes,2001,No,New,0.07,0.07,7,Yes
30836,China,Iran,QW-1 Vanguard,portable SAM,Missiles,1993,Yes,100,Yes,2002,No,New,0.07,0.07,7,Yes
30836,China,Iran,QW-1 Vanguard,portable SAM,Missiles,1993,Yes,100,Yes,2006,No,New,0.07,0.07,7,Yes
30836,China,Iran,QW-1 Vanguard,portable SAM,Missiles,1993,Yes,100,Yes,1999,Yes,New,0.07,0.07,7,Yes
30836,China,Iran,QW-1 Vanguard,portable SAM,Missiles,1993,Yes,150,Yes,2004,No,New,0.07,0.07,10.5,Yes
30836,China,Iran,QW-1 Vanguard,portable SAM,Missiles,1993,Yes,150,Yes,2003,No,New,0.07,0.07,10.5,Yes
28517,China,Iran,CSS-8,SSM,Missiles,1989,No,50,Yes,1993,Yes,New,0.35,0.35,17.5,Yes
28517,China,Iran,CSS-8,SSM,Missiles,1989,No,50,Yes,1994,Yes,New,0.35,0.35,17.5,Yes
28517,China,Iran,CSS-8,SSM,Missiles,1989,No,50,Yes,1992,Yes,New,0.35,0.35,17.5,Yes
39941,China,Iran,Type-86 APC,APC,Armoured vehicles,1996,Yes,10,Yes,2001,No,New,0.3,0.3,3,Yes
39941,China,Iran,Type-86 APC,APC,Armoured vehicles,1996,Yes,10,Yes,2010,Yes,New,0.3,0.3,3,Yes
39941,China,Iran,Type-86 APC,APC,Armoured vehicles,1996,Yes,10,Yes,2006,Yes,New,0.3,0.3,3,Yes
39941,China,Iran,Type-86 APC,APC,Armoured vehicles,1996,Yes,10,Yes,1999,No,New,0.3,0.3,3,Yes
39941,China,Iran,Type-86 APC,APC,Armoured vehicles,1996,Yes,10,Yes,2003,No,New,0.3,0.3,3,Yes
39941,China,Iran,Type-86 APC,APC,Armoured vehicles,1996,Yes,10,Yes,2002,No,New,0.3,0.3,3,Yes
39941,China,Iran,Type-86 APC,APC,Armoured vehicles,1996,Yes,10,Yes,1998,No,New,0.3,0.3,3,Yes
39941,China,Iran,Type-86 APC,APC,Armoured vehicles,1996,Yes,10,Yes,1997,No,New,0.3,0.3,3,Yes
39941,China,Iran,Type-86 APC,APC,Armoured vehicles,1996,Yes,10,Yes,2004,No,New,0.3,0.3,3,Yes
39941,China,Iran,Type-86 APC,APC,Armoured vehicles,1996,Yes,10,Yes,2005,No,New,0.3,0.3,3,Yes
39941,China,Iran,Type-86 APC,APC,Armoured vehicles,1996,Yes,10,Yes,2008,Yes,New,0.3,0.3,3,Yes
39941,China,Iran,Type-86 APC,APC,Armoured vehicles,1996,Yes,10,Yes,2009,Yes,New,0.3,0.3,3,Yes
39941,China,Iran,Type-86 APC,APC,Armoured vehicles,1996,Yes,10,Yes,2011,Yes,New,0.3,0.3,3,Yes
39941,China,Iran,Type-86 APC,APC,Armoured vehicles,1996,Yes,10,Yes,2007,Yes,New,0.3,0.3,3,Yes
39941,China,Iran,Type-86 APC,APC,Armoured vehicles,1996,Yes,10,Yes,2000,No,New,0.3,0.3,3,Yes
22467,China,Iran,C-801,anti-ship missile,Missiles,1992,Yes,32,Yes,1996,Yes,New,0.75,0.75,24,Yes
22467,China,Iran,C-801,anti-ship missile,Missiles,1992,Yes,31,Yes,1997,Yes,New,0.75,0.75,23.25,Yes
22467,China,Iran,C-801,anti-ship missile,Missiles,1992,Yes,31,Yes,1998,Yes,New,0.75,0.75,23.25,Yes
22467,China,Iran,C-801,anti-ship missile,Missiles,1992,Yes,31,Yes,1995,Yes,New,0.75,0.75,23.25,Yes
20896,China,Iran,C-802,anti-ship missile,Missiles,1992,No,20,Yes,2009,Yes,New,0.9,0.9,18,Yes
20896,China,Iran,C-802,anti-ship missile,Missiles,1992,No,20,Yes,1997,No,New,0.9,0.9,18,Yes
20896,China,Iran,C-802,anti-ship missile,Missiles,1992,No,20,Yes,2011,Yes,New,0.9,0.9,18,Yes
20896,China,Iran,C-802,anti-ship missile,Missiles,1992,No,20,Yes,2010,Yes,New,0.9,0.9,18,Yes
20896,China,Iran,C-802,anti-ship missile,Missiles,1992,No,20,Yes,2012,Yes,New,0.9,0.9,18,Yes
20896,China,Iran,C-802,anti-ship missile,Missiles,1992,No,20,Yes,2007,Yes,New,0.9,0.9,18,Yes
20896,China,Iran,C-802,anti-ship missile,Missiles,1992,No,20,Yes,1996,No,New,0.9,0.9,18,Yes
20896,China,Iran,C-802,anti-ship missile,Missiles,1992,No,20,Yes,1998,No,New,0.9,0.9,18,Yes
20896,China,Iran,C-802,anti-ship missile,Missiles,1992,No,20,Yes,2002,Yes,New,0.9,0.9,18,Yes
20896,China,Iran,C-802,anti-ship missile,Missiles,1992,No,20,Yes,2003,Yes,New,0.9,0.9,18,Yes
20896,China,Iran,C-802,anti-ship missile,Missiles,1992,No,20,Yes,2004,Yes,New,0.9,0.9,18,Yes
20896,China,Iran,C-802,anti-ship missile,Missiles,1992,No,20,Yes,2005,Yes,New,0.9,0.9,18,Yes
20896,China,Iran,C-802,anti-ship missile,Missiles,1992,No,20,Yes,2006,Yes,New,0.9,0.9,18,Yes
20896,China,Iran,C-802,anti-ship missile,Missiles,1992,No,20,Yes,1999,Yes,New,0.9,0.9,18,Yes
20896,China,Iran,C-802,anti-ship missile,Missiles,1992,No,20,Yes,2000,Yes,New,0.9,0.9,18,Yes
20896,China,Iran,C-802,anti-ship missile,Missiles,1992,No,20,Yes,2001,Yes,New,0.9,0.9,18,Yes
20896,China,Iran,C-802,anti-ship missile,Missiles,1992,No,20,Yes,2008,Yes,New,0.9,0.9,18,Yes
20896,China,Iran,C-802,anti-ship missile,Missiles,1992,No,20,Yes,1994,Yes,New,0.9,0.9,18,Yes
20896,China,Iran,C-802,anti-ship missile,Missiles,1992,No,20,Yes,1995,Yes,New,0.9,0.9,18,Yes
38405,China,Iran,C-801,anti-ship missile,Missiles,2004,Yes,5,Yes,2011,Yes,New,0.75,0.75,3.75,Yes
38405,China,Iran,C-801,anti-ship missile,Missiles,2004,Yes,5,Yes,2006,Yes,New,0.75,0.75,3.75,Yes
38405,China,Iran,C-801,anti-ship missile,Missiles,2004,Yes,5,Yes,2007,Yes,New,0.75,0.75,3.75,Yes
38405,China,Iran,C-801,anti-ship missile,Missiles,2004,Yes,5,Yes,2008,Yes,New,0.75,0.75,3.75,Yes
38405,China,Iran,C-801,anti-ship missile,Missiles,2004,Yes,5,Yes,2009,Yes,New,0.75,0.75,3.75,Yes
38405,China,Iran,C-801,anti-ship missile,Missiles,2004,Yes,5,Yes,2010,Yes,New,0.75,0.75,3.75,Yes
38405,China,Iran,C-801,anti-ship missile,Missiles,2004,Yes,5,Yes,2012,Yes,New,0.75,0.75,3.75,Yes
38405,China,Iran,C-801,anti-ship missile,Missiles,2004,Yes,5,Yes,2013,Yes,New,0.75,0.75,3.75,Yes
38405,China,Iran,C-801,anti-ship missile,Missiles,2004,Yes,5,Yes,2014,Yes,New,0.75,0.75,3.75,Yes
38405,China,Iran,C-801,anti-ship missile,Missiles,2004,Yes,5,Yes,2015,Yes,New,0.75,0.75,3.75,Yes
35553,China,Iran,C-704,anti-ship missile,Missiles,2003,Yes,25,Yes,2011,Yes,New,0.5,0.5,12.5,Yes
35553,China,Iran,C-704,anti-ship missile,Missiles,2003,Yes,25,Yes,2010,No,New,0.5,0.5,12.5,Yes
38517,China,Iran,QW-11,portable SAM,Missiles,2005,Yes,25,Yes,2014,Yes,New,0.08,0.08,2,Yes
38517,China,Iran,QW-11,portable SAM,Missiles,2005,Yes,25,Yes,2013,Yes,New,0.08,0.08,2,Yes
38517,China,Iran,QW-11,portable SAM,Missiles,2005,Yes,50,Yes,2011,Yes,New,0.08,0.08,4,Yes
38517,China,Iran,QW-11,portable SAM,Missiles,2005,Yes,25,Yes,2015,Yes,New,0.08,0.08,2,Yes
38517,China,Iran,QW-11,portable SAM,Missiles,2005,Yes,100,Yes,2007,No,New,0.08,0.08,8,Yes
38517,China,Iran,QW-11,portable SAM,Missiles,2005,Yes,100,Yes,2010,No,New,0.08,0.08,8,Yes
38517,China,Iran,QW-11,portable SAM,Missiles,2005,Yes,25,Yes,2012,Yes,New,0.08,0.08,2,Yes
38517,China,Iran,QW-11,portable SAM,Missiles,2005,Yes,100,Yes,2006,No,New,0.08,0.08,8,Yes
38517,China,Iran,QW-11,portable SAM,Missiles,2005,Yes,100,Yes,2009,No,New,0.08,0.08,8,Yes
38517,China,Iran,QW-11,portable SAM,Missiles,2005,Yes,100,Yes,2008,No,New,0.08,0.08,8,Yes
59350,China,Iraq,AR-1 MI,ASM,Missiles,2014,Yes,50,Yes,2015,No,New,0.05,0.05,2.5,No
59350,China,Iraq,AR-1 MI,ASM,Missiles,2014,Yes,50,Yes,2016,Yes,New,0.05,0.05,2.5,No
59239,China,Iraq,CH-4B,armed UAV,Aircraft,2014,Yes,10,Yes,2015,No,New,4,4,40,No
59239,China,Iraq,CH-4B,armed UAV,Aircraft,2014,Yes,10,Yes,2016,Yes,New,4,4,40,No
53855,China,Iraq,Predator PC,patrol craft,Ships,2002,No,5,No,2004,No,New,4,4,20,No
59351,China,Iraq,FT-9,guided bomb,Missiles,2014,Yes,50,Yes,2016,Yes,New,0.01,0.01,0.5,No
59351,China,Iraq,FT-9,guided bomb,Missiles,2014,Yes,50,Yes,2015,No,New,0.01,0.01,0.5,No
59645,China,Jordan,CH-4B,armed UAV,Aircraft,2015,Yes,6,No,2016,No,New,4,4,24,No
39585,China,Jordan,W-86 120mm,mortar,Artillery,2004,Yes,150,No,2005,Yes,New,0.25,0.25,37.5,No
51957,China,Jordan,WM-80 273mm,self-propelled MRL,Artillery,2009,Yes,4,Yes,2010,Yes,New,0.5,0.5,2,No
59517,China,Jordan,QW-2,portable SAM,Missiles,2014,No,20,Yes,2014,No,New,0.07,0.07,1.4,No
60016,China,Kazakhstan,Wing Loong-1,armed UAV,Aircraft,2015,Yes,3,No,2016,No,New,3,3,9,No
65112,China,Kazakhstan,Blue Arrow-7,anti-tank missile,Missiles,2015,No,50,Yes,2016,Yes,New,0.04,0.04,2,No
31438,China,Kenya,Y-12,light transport aircraft,Aircraft,1999,Yes,6,No,2000,No,New,2.5,2.5,15,No
50389,China,Kenya,WZ-551,APC,Armoured vehicles,2006,Yes,32,No,2007,No,New,0.35,0.35,11.2,No
60083,China,Kenya,VN-4,APC/APV,Armoured vehicles,2015,No,35,No,2016,No,New,0.16,0.16,5.6,No
63940,China,Kenya,CSVP-14,APC,Armoured vehicles,2018,Yes,5,Yes,2018,No,New,0.16,0.16,0.8,No
57943,China,Kenya,AS-565,helicopter,Aircraft,2012,No,2,No,2014,No,New,3.25,3.25,6.5,No
57943,China,Kenya,AS-565,helicopter,Aircraft,2012,No,3,No,2015,No,New,3.25,3.25,9.75,No
51440,China,Kenya,AS-565,helicopter,Aircraft,2009,No,4,Yes,2010,No,New,3.25,3.25,13,No
